customer_id,customer_name,store_id,product_id,ai_model_type,ai_model_id,ai_run_ts,sales_run_ts,ai_mae,sales_mae,ai_mape,sales_mape,ai_r2,sales_r2,ai_rmse,sales_rmse,ai_within_2,sales_within_2
4,Rays,94,17404,stats,stats_low_4,2026-05-12 17:09:34.384037+00,2026-05-07 11:17:29.378464+00,0.8286,1.0604,0.4430,0.5381,0.0088,-0.3746,0.9299,1.5556,1.0000,1.0000
4,Rays,94,17406,stats,stats_low_4,2026-05-12 17:09:34.384037+00,,0.4932,,0.8037,,-0.5917,,0.5892,,1.0000,
4,Rays,94,17407,stats,stats_low_4,2026-05-12 17:09:34.384037+00,,0.3104,,0.8088,,0.0461,,0.4561,,1.0000,
4,Rays,94,17415,stats,stats_low_4,2026-05-12 17:09:34.384037+00,,0.3993,,0.7500,,0.0112,,0.6151,,1.0000,
4,Rays,94,17416,stats,stats_low_4,2026-05-12 17:09:34.384037+00,,0.4107,,0.8300,,0.0132,,0.6833,,1.0000,
4,Rays,94,17417,stats,stats_low_4,2026-05-12 17:09:34.384037+00,,0.3550,,0.7950,,-0.0335,,0.4748,,1.0000,
4,Rays,94,17420,stats,stats_low_4,2026-05-12 17:09:34.384037+00,,0.2632,,0.8550,,-0.0537,,0.3592,,1.0000,
4,Rays,94,17422,stats,stats_low_4,2026-05-12 17:09:34.384037+00,,0.5454,,0.4650,,0.1015,,0.6315,,1.0000,
4,Rays,94,17428,stats,stats_low_4,2026-05-12 17:09:34.384037+00,,0.4589,,0.7773,,0.0057,,0.6979,,1.0000,
4,Rays,94,17429,stats,stats_low_4,2026-05-12 17:09:34.384037+00,,0.3507,,0.7600,,0.0360,,0.5697,,1.0000,
4,Rays,94,17431,stats,stats_low_4,2026-05-12 17:09:34.384037+00,,0.5068,,0.7296,,0.0253,,0.8433,,1.0000,
4,Rays,94,17434,stats,stats_low_4,2026-05-12 17:09:34.384037+00,2026-05-06 12:59:50.57364+00,1.5704,2.0759,0.5241,0.9354,0.3973,-0.2328,1.8482,2.6369,1.0000,1.0000
4,Rays,94,17435,stats,stats_medium_4,2026-05-13 16:18:51.133733+00,2026-05-06 12:59:49.458732+00,4.3964,3.7466,0.8357,0.8045,0.2892,0.1587,5.6204,4.9296,1.0000,0.9831
4,Rays,94,17436,stats,stats_low_4,2026-05-12 17:09:34.384037+00,2026-05-06 12:59:52.799691+00,1.4925,1.5321,0.6050,0.6300,0.4162,-0.0577,1.7377,1.9615,1.0000,1.0000
4,Rays,94,17439,stats,stats_medium_4,2026-05-13 16:18:51.133733+00,,0.8771,,0.3174,,0.7472,,1.1276,,1.0000,
